respondent_id,segment,role,building_type,num_buildings,total_gfa,primary_emirate,years_in_uae,monthly_bill_aed,bill_category,hvac_pct_of_bill,bill_change_3yr,summer_cooling_spike,monitor_manual,monitor_smart_meter,monitor_bms,monitor_iot,monitor_audit,monitor_none,realtime_visibility_score,energy_intensity_tracking,pain_high_cost,pain_old_hvac,pain_no_data,pain_occupancy,pain_wastage,pain_comfort,pain_maintenance,pain_compliance,hvac_satisfaction,strategy_awareness,sustainability_strategy,tariff_impact,stakeholder_pressure,tech_smart_meter,tech_iot_sensor,tech_auto_lighting,tech_bms,tech_air_quality,tech_ai_maintenance,tech_solar,tech_none,ai_openness,min_savings_threshold,feat_dashboard,feat_auto_hvac,feat_occupancy,feat_predictive,feat_air_quality,feat_carbon,feat_bms_integ,feat_mobile_app,feat_compliance,commercial_model,max_payback,wtp_aed_per_building,wtp_category,pilot_interest,ai_adoption_vision,adoption_class
58,Early Majority Evaluators,Facilities Manager,Hotel/Hospitality,16-50,20k-100km²,Abu Dhabi,2-5 years,66000.0,20k-100k,47.9,Increased 5-20%,20-50%,0,0,0,0,0,0,4,Plan to,0,0,0,1,1,0,1,1,2.0,Very familiar,Partial strategy,Significantly impacted,6.0,0,0,0,0,1,0,0,0,4,Non-cost KPI,4,3,3,4,4,5.0,5,3,5,Savings-Sharing,5-7yr,500.0,<2k,3,Regulation-driven,Evaluator
59,Cost-Driven Laggards,Sustainability Officer,Mixed-Use,2-5,20k-100km²,Sharjah,>10 years,85330.74761016565,100k-500k,80.5,Stable,20-50%,1,1,0,0,1,1,4,Plan to,1,1,0,0,1,0,0,0,4.0,Not familiar,Partial strategy,Significantly impacted,5.0,0,0,1,0,0,0,0,0,2,Non-cost KPI,3,4,5,3,2,2.0,4,3,1,Savings-Sharing,5-7yr,4298.6727927999,2k-5k,3,Premium/Grade-A only,Evaluator
60,Cost-Driven Laggards,Property Owner,Commercial Office,1,>500km²,Dubai,<2 years,186000.0,100k-500k,72.5,Decreased>20%,51-100%,1,0,1,0,0,0,2,Plan to,1,1,0,0,0,1,1,0,1.0,Familiar,No plans,Significantly impacted,8.0,0,1,0,0,0,0,0,1,3,21-30%,2,4,3,4,3,2.0,3,3,1,SaaS Subscription,3-5yr,2521.984484083975,2k-5k,2,Standard across all,Evaluator
61,Early Majority Evaluators,Property Owner,Other,2-5,20k-100km²,Abu Dhabi,2-5 years,5000.0,<20k,62.2,Stable,20-50%,0,0,0,0,0,0,5,Plan to,1,1,0,0,1,1,1,0,3.0,Very familiar,In development,Significantly impacted,8.0,1,0,0,0,0,0,1,0,4,21-30%,5,5,5,3,3,3.0,3,4,4,SaaS Subscription,3-5yr,13353.958803088428,5k-15k,2,Premium/Grade-A only,Evaluator
62,Tech-Forward Operators,Hospitality Manager,Mixed-Use,2-5,100k-500km²,Dubai,>10 years,701000.0,500k-2M,71.6,Increased>20%,51-100%,0,1,1,1,0,0,7,Yes-systematic,1,1,1,1,1,1,1,0,3.0,Familiar,Plan to,Moderately impacted,8.0,1,1,1,1,1,1,0,0,4,11-20%,4,5,5,4,2,4.0,5,4,4,Savings-Sharing,<1yr,5621.89205053802,5k-15k,3,Standard across all,Evaluator
63,Early Majority Evaluators,Operations Manager,Industrial/Warehouse,16-50,<5000m²,Dubai,2-5 years,189000.0,100k-500k,77.7,Increased>20%,>100%,0,1,1,0,1,0,4,No plans,1,0,0,1,0,0,0,0,1.0,Familiar,Full strategy,Significantly impacted,5.0,1,1,1,0,1,0,0,0,3,>30%,4,4,5,4,2,4.0,5,4,3,Savings-Sharing,5-7yr,10839.511457456974,5k-15k,3,Standard across all,Evaluator
64,Tech-Forward Operators,C-Suite Executive,Commercial Office,50+,5k-20km²,Abu Dhabi,6-10 years,759000.0,500k-2M,66.2,Increased 5-20%,20-50%,0,0,0,1,0,0,8,Yes-systematic,1,1,1,1,1,0,1,0,4.0,Very familiar,In development,Moderately impacted,8.0,1,1,1,0,1,0,1,0,5,11-20%,3,5,4,4,5,4.0,5,4,1,Savings-Sharing,3-5yr,19704.24604101772,15k-30k,1,Standard across all,Evaluator
65,Early Majority Evaluators,C-Suite Executive,Retail/Mall,16-50,100k-500km²,Abu Dhabi,2-5 years,257000.0,100k-500k,57.4,Increased 5-20%,51-100%,1,1,1,1,0,0,7,Yes-systematic,0,0,0,0,1,1,1,1,3.0,Familiar,In development,Significantly impacted,6.0,1,0,0,1,1,1,0,0,3,11-20%,4,4,4,4,2,4.0,4,5,5,Lease,1-2yr,300.0,2k-5k,3,Standard across all,Evaluator
66,Cost-Driven Laggards,C-Suite Executive,Hotel/Hospitality,6-15,20k-100km²,Ajman,>10 years,58000.0,20k-100k,79.6,Increased 5-20%,20-50%,1,0,0,0,0,1,5,Plan to,1,1,0,1,1,0,0,0,,Somewhat familiar,Partial strategy,Moderately impacted,5.0,0,0,0,0,1,0,0,1,3,11-20%,4,3,3,4,2,3.0,2,3,3,Savings-Sharing,1-2yr,3879.005369206521,2k-5k,3,Premium/Grade-A only,Evaluator
67,Tech-Forward Operators,Operations Manager,Commercial Office,16-50,20k-100km²,Dubai,>10 years,615000.0,500k-2M,53.4,Stable,<20%,0,1,1,1,0,0,8,Plan to,1,0,1,1,0,1,1,0,5.0,Somewhat familiar,Full strategy,Significantly impacted,8.0,0,1,1,0,1,1,0,0,4,21-30%,4,4,4,5,3,3.0,4,3,3,SaaS Subscription,3-5yr,8294.34490919528,5k-15k,5,Standard across all,High-Intent Buyer
68,Early Majority Evaluators,C-Suite Executive,Residential Tower,16-50,20k-100km²,Dubai,>10 years,222000.0,100k-500k,60.5,Increased 5-20%,51-100%,0,0,0,0,0,0,5,Yes-occasional,1,1,1,1,0,1,0,1,2.0,Very familiar,Partial strategy,Significantly impacted,5.0,0,1,0,0,0,0,1,1,3,21-30%,4,5,4,4,4,5.0,4,5,3,Lease,1-2yr,3686.4833505344022,2k-5k,4,Standard across all,Evaluator
69,Resistant Traditionalists,Facilities Manager,Residential Tower,6-15,20k-100km²,Abu Dhabi,>10 years,106000.0,100k-500k,52.6,Increased 5-20%,>100%,0,0,0,0,0,0,1,No plans,1,0,0,1,1,1,0,0,3.0,Familiar,No plans,Moderately impacted,2.0,0,0,0,0,0,0,0,1,1,>30%,2,1,4,3,1,1.0,1,1,1,SaaS Subscription,5-7yr,3299.7597730997422,2k-5k,1,Regulation-driven,Not Ready
70,Tech-Forward Operators,Hospitality Manager,Residential Tower,2-5,100k-500km²,Dubai,6-10 years,330000.0,100k-500k,63.8,Stable,20-50%,0,0,1,0,0,0,8,Yes-occasional,1,1,1,1,1,1,1,0,2.0,Somewhat familiar,Full strategy,Minimal,6.0,1,1,0,1,1,0,1,0,3,11-20%,5,4,4,5,3,5.0,5,5,4,Savings-Sharing,<1yr,20218.252667818684,15k-30k,4,Standard across all,Evaluator
71,Early Majority Evaluators,C-Suite Executive,Commercial Office,6-15,20k-100km²,Sharjah,2-5 years,227000.0,100k-500k,67.1,Increased 5-20%,>100%,0,0,1,1,0,0,7,No plans,1,1,1,1,1,0,0,0,4.0,Very familiar,Partial strategy,Significantly impacted,5.0,1,0,0,0,0,0,0,0,2,21-30%,4,4,4,4,5,5.0,3,4,1,Lease,5-7yr,5234.639955777933,5k-15k,3,Premium/Grade-A only,Evaluator
72,Tech-Forward Operators,Government Official,Hotel/Hospitality,50+,>500km²,Dubai,>10 years,1016000.0,500k-2M,64.4,Decreased 5-20%,51-100%,0,0,1,1,0,0,6,Yes-occasional,1,0,1,1,1,1,1,1,5.0,Somewhat familiar,Full strategy,Significantly impacted,6.0,1,1,1,1,1,1,0,0,4,21-30%,5,4,5,5,4,4.0,5,4,2,SaaS Subscription,<1yr,13533.441922274213,5k-15k,5,Limited adoption,High-Intent Buyer
73,Resistant Traditionalists,Facilities Manager,Hotel/Hospitality,16-50,<5000m²,Abu Dhabi,>10 years,124237.4720042515,20k-100k,58.5,Decreased 5-20%,51-100%,0,0,0,0,0,0,1,No plans,1,0,0,0,0,0,0,0,5.0,Somewhat familiar,Plan to,Significantly impacted,5.0,0,0,1,0,0,0,0,1,2,21-30%,2,1,3,2,2,1.0,2,2,1,Savings-Sharing,5-7yr,2393.850312614363,2k-5k,2,Regulation-driven,Not Ready
74,Tech-Forward Operators,Property Owner,Industrial/Warehouse,50+,100k-500km²,Abu Dhabi,>10 years,11000.0,<20k,63.6,Increased>20%,20-50%,0,0,1,1,1,1,7,Yes-systematic,1,1,1,1,1,1,0,1,4.0,Very familiar,Full strategy,Moderately impacted,8.0,1,1,1,1,1,0,1,0,4,5-10%,5,5,5,3,4,5.0,5,4,5,Managed Service,3-5yr,10738.173030047743,5k-15k,5,Regulation-driven,High-Intent Buyer
75,Cost-Driven Laggards,Operations Manager,Commercial Office,2-5,5k-20km²,Abu Dhabi,2-5 years,482743.9758483946,100k-500k,69.3,Increased>20%,>100%,0,0,0,0,0,0,4,Plan to,0,1,1,1,1,0,0,0,3.0,Somewhat familiar,In development,Moderately impacted,8.0,0,0,0,0,0,0,0,1,2,21-30%,4,4,4,2,3,3.0,2,2,3,Savings-Sharing,3-5yr,2240.97759609982,2k-5k,2,Premium/Grade-A only,Not Ready
76,Early Majority Evaluators,Government Official,Commercial Office,6-15,20k-100km²,Dubai,6-10 years,5000.0,<20k,66.1,Decreased 5-20%,<20%,0,1,0,0,0,0,7,Yes-occasional,0,1,1,0,1,0,0,1,3.0,Not familiar,No plans,No impact,3.0,1,0,1,1,1,1,0,0,3,21-30%,3,5,3,5,3,3.0,4,4,4,CAPEX,<1yr,7556.685006776988,5k-15k,4,Regulation-driven,Evaluator
77,Resistant Traditionalists,Sustainability Officer,Mixed-Use,1,5k-20km²,Sharjah,>10 years,83000.0,20k-100k,57.5,Stable,>100%,0,1,0,0,0,0,2,No plans,1,1,0,1,0,1,0,0,,Familiar,In development,Significantly impacted,3.0,0,1,1,0,0,0,0,0,3,11-20%,2,2,2,3,3,2.0,2,2,1,SaaS Subscription,3-5yr,2361.5096390229505,2k-5k,3,Limited adoption,Evaluator
78,Cost-Driven Laggards,Operations Manager,Commercial Office,1,5k-20km²,Sharjah,6-10 years,200000.0,100k-500k,76.6,Increased 5-20%,>100%,0,1,0,0,0,0,3,Plan to,1,1,0,1,0,1,1,0,2.0,Very familiar,In development,Minimal,6.0,0,1,0,0,0,0,0,0,2,11-20%,4,5,3,5,3,2.0,5,2,1,Savings-Sharing,3-5yr,500.0,<2k,3,Premium/Grade-A only,Evaluator
79,Compliance-Led Adopters,C-Suite Executive,Commercial Office,6-15,20k-100km²,Sharjah,6-10 years,298000.0,100k-500k,65.5,Increased>20%,20-50%,0,1,1,1,0,0,6,Yes-occasional,1,0,1,0,1,1,0,1,5.0,Very familiar,Full strategy,Minimal,8.0,1,1,0,0,0,0,1,0,3,Non-cost KPI,5,4,5,5,5,5.0,4,5,5,SaaS Subscription,1-2yr,17177.929994881393,15k-30k,4,Premium/Grade-A only,Evaluator
80,Tech-Forward Operators,Property Owner,Hotel/Hospitality,16-50,5k-20km²,Dubai,>10 years,416000.0,100k-500k,64.9,Increased 5-20%,51-100%,0,0,0,1,0,0,8,Yes-systematic,1,1,1,0,1,1,0,1,2.0,Not familiar,In development,Minimal,7.0,1,0,1,1,1,0,1,0,4,21-30%,4,5,4,5,4,3.0,5,5,2,Managed Service,1-2yr,15600.71370477966,15k-30k,4,Premium/Grade-A only,High-Intent Buyer
81,Compliance-Led Adopters,Sustainability Officer,Government Facility,6-15,5k-20km²,Dubai,6-10 years,352000.0,100k-500k,38.0,Decreased 5-20%,51-100%,0,1,0,1,0,0,8,Yes-systematic,1,1,1,1,1,1,0,1,3.0,Very familiar,Full strategy,Moderately impacted,6.0,0,1,1,1,0,0,1,1,4,11-20%,5,3,3,5,5,5.0,5,3,5,Savings-Sharing,5-7yr,5709.780381232878,5k-15k,5,Premium/Grade-A only,High-Intent Buyer
82,Tech-Forward Operators,Facilities Manager,Government Facility,6-15,100k-500km²,Abu Dhabi,6-10 years,489000.0,100k-500k,59.6,Stable,20-50%,0,0,1,1,0,0,9,Yes-systematic,1,1,0,0,1,1,1,1,4.0,Familiar,Full strategy,No impact,8.0,1,0,1,1,1,0,0,0,4,21-30%,5,5,5,2,4,5.0,5,5,4,Managed Service,1-2yr,9415.094385670825,5k-15k,5,Standard across all,High-Intent Buyer
83,Resistant Traditionalists,Other,Hotel/Hospitality,2-5,100k-500km²,Dubai,>10 years,26000.0,20k-100k,74.2,Increased 5-20%,>100%,0,0,0,0,0,0,2,Plan to,1,1,1,0,1,0,1,0,4.0,Somewhat familiar,No plans,Moderately impacted,6.0,0,0,0,0,0,0,0,1,3,11-20%,2,2,3,3,2,1.0,2,3,2,CAPEX,3-5yr,2122.6750656346894,2k-5k,4,Standard across all,Evaluator
84,Cost-Driven Laggards,Operations Manager,Retail/Mall,6-15,5k-20km²,Abu Dhabi,6-10 years,85777.47121489249,20k-100k,81.4,Increased>20%,51-100%,1,0,0,0,0,0,5,No plans,1,1,1,1,1,1,1,0,3.0,Familiar,No plans,Significantly impacted,8.0,0,0,0,0,0,0,0,1,3,21-30%,3,4,3,5,2,2.0,4,1,3,Savings-Sharing,3-5yr,8546.438997062833,5k-15k,3,Premium/Grade-A only,Evaluator
85,Compliance-Led Adopters,C-Suite Executive,Retail/Mall,2-5,5k-20km²,Dubai,>10 years,352000.0,100k-500k,66.5,Decreased 5-20%,20-50%,0,1,0,0,0,0,6,Yes-occasional,1,0,0,1,1,0,0,1,3.0,Very familiar,Plan to,Moderately impacted,10.0,0,1,1,0,0,0,1,0,5,11-20%,5,5,3,5,5,5.0,5,4,5,Lease,5-7yr,13620.749405809076,5k-15k,3,Limited adoption,Evaluator
86,Cost-Driven Laggards,Operations Manager,Commercial Office,6-15,20k-100km²,Dubai,<2 years,79000.0,20k-100k,79.7,Increased>20%,<20%,1,1,0,0,0,0,2,No plans,1,0,0,1,0,1,1,0,3.0,Not familiar,No plans,Moderately impacted,,0,0,0,0,0,0,0,0,2,Non-cost KPI,4,4,4,3,4,2.0,5,4,2,CAPEX,3-5yr,2841.769056909384,2k-5k,3,Limited adoption,Evaluator
87,Tech-Forward Operators,Sustainability Officer,Hotel/Hospitality,6-15,100k-500km²,Dubai,>10 years,5658.03819468093,<20k,42.3,Increased 5-20%,>100%,0,0,0,1,0,0,5,Plan to,1,0,1,1,1,1,1,1,3.0,Familiar,Full strategy,Moderately impacted,6.0,1,0,1,1,1,1,0,0,4,11-20%,4,5,3,5,5,4.0,5,5,2,Lease,1-2yr,7267.968413091825,5k-15k,5,Standard across all,High-Intent Buyer
88,Compliance-Led Adopters,Facilities Manager,Government Facility,16-50,<5000m²,Sharjah,>10 years,510000.0,500k-2M,64.9,Stable,51-100%,0,1,1,0,0,1,7,Yes-systematic,0,1,0,1,0,0,0,1,3.0,Very familiar,Full strategy,Moderately impacted,8.0,1,0,1,0,0,1,1,0,4,>30%,3,3,4,4,4,4.0,5,5,5,Savings-Sharing,3-5yr,5550.95028983924,5k-15k,5,Standard across all,High-Intent Buyer
89,Early Majority Evaluators,Property Owner,Hotel/Hospitality,2-5,5k-20km²,Sharjah,>10 years,212000.0,100k-500k,76.9,Increased 5-20%,>100%,0,0,1,0,0,0,4,Yes-occasional,1,0,1,0,0,1,0,0,4.0,Very familiar,Partial strategy,Moderately impacted,8.0,0,1,1,1,1,0,0,0,2,21-30%,5,4,3,4,4,5.0,3,3,3,CAPEX,3-5yr,3256.0730925002017,2k-5k,4,Standard across all,Evaluator
90,Compliance-Led Adopters,Sustainability Officer,Hotel/Hospitality,1,20k-100km²,RAK,>10 years,36000.0,20k-100k,73.9,Increased 5-20%,>100%,0,0,0,0,0,1,5,Yes-occasional,0,0,0,1,0,1,0,1,4.0,Familiar,Partial strategy,Minimal,7.0,0,1,1,0,1,0,0,0,4,21-30%,5,4,4,5,5,5.0,4,4,5,Managed Service,1-2yr,8986.034636689908,5k-15k,5,Standard across all,High-Intent Buyer
91,Tech-Forward Operators,C-Suite Executive,Industrial/Warehouse,16-50,20k-100km²,Dubai,>10 years,431000.0,100k-500k,63.9,Increased 5-20%,<20%,0,0,0,1,1,0,8,Yes-systematic,0,0,1,1,0,0,0,1,5.0,Very familiar,Partial strategy,Significantly impacted,5.0,1,1,1,1,1,1,0,0,5,21-30%,5,4,5,5,5,5.0,4,5,4,Savings-Sharing,1-2yr,9409.225268158763,5k-15k,4,Standard across all,High-Intent Buyer
92,Cost-Driven Laggards,Property Owner,Retail/Mall,2-5,<5000m²,Abu Dhabi,6-10 years,129246.0132479372,100k-500k,83.3,Increased 5-20%,51-100%,0,0,0,0,0,0,4,Yes-occasional,1,1,1,1,1,0,0,0,3.0,Familiar,No plans,Moderately impacted,5.0,0,0,0,0,0,0,0,0,3,11-20%,2,5,4,4,3,2.0,3,2,2,Savings-Sharing,3-5yr,6558.417701670325,5k-15k,4,Regulation-driven,Evaluator
93,Compliance-Led Adopters,C-Suite Executive,Mixed-Use,6-15,20k-100km²,Dubai,6-10 years,475000.0,100k-500k,60.9,Increased 5-20%,20-50%,1,0,1,1,0,0,5,Yes-systematic,0,0,0,1,0,1,1,1,3.0,Not familiar,Full strategy,Significantly impacted,8.0,1,0,0,1,0,1,0,0,4,11-20%,4,5,3,4,2,4.0,3,4,4,SaaS Subscription,3-5yr,7491.773349863705,5k-15k,4,Regulation-driven,High-Intent Buyer
94,Cost-Driven Laggards,Operations Manager,Industrial/Warehouse,6-15,5k-20km²,Sharjah,<2 years,456761.45752959856,100k-500k,81.1,Increased 5-20%,>100%,0,1,0,0,0,0,4,Yes-occasional,1,0,1,0,1,0,1,1,4.0,Familiar,In development,Minimal,7.0,1,1,0,1,0,0,0,1,2,Non-cost KPI,4,3,4,3,3,3.0,3,4,4,CAPEX,3-5yr,4431.656879955226,2k-5k,2,Regulation-driven,Not Ready
95,Compliance-Led Adopters,Sustainability Officer,Government Facility,6-15,100k-500km²,Dubai,6-10 years,38000.0,20k-100k,70.2,Increased 5-20%,>100%,0,0,1,0,0,0,5,Yes-systematic,1,1,0,0,1,1,0,1,5.0,Familiar,Full strategy,No impact,10.0,1,1,1,1,1,0,1,0,3,11-20%,5,3,4,4,4,5.0,3,3,5,CAPEX,3-5yr,8821.95088920761,5k-15k,4,Standard across all,Evaluator
96,Resistant Traditionalists,Operations Manager,Residential Tower,2-5,5k-20km²,Fujairah,>10 years,88000.0,20k-100k,62.7,Decreased 5-20%,20-50%,1,0,0,0,0,0,5,No plans,1,1,0,0,0,0,1,1,4.0,Familiar,Plan to,Moderately impacted,4.0,0,0,0,0,0,0,0,1,3,>30%,2,2,1,1,3,2.0,2,2,2,CAPEX,1-2yr,3593.10807909457,2k-5k,1,Regulation-driven,Evaluator
97,Resistant Traditionalists,Facilities Manager,Industrial/Warehouse,2-5,5k-20km²,RAK,>10 years,164498.21725224453,20k-100k,61.0,Increased 5-20%,>100%,0,0,0,0,0,0,3,Yes-occasional,1,0,0,0,0,0,1,0,,Somewhat familiar,No plans,Significantly impacted,1.0,1,0,1,0,0,0,0,1,2,>30%,2,2,1,3,2,,3,2,2,Managed Service,1-2yr,2680.217533879854,2k-5k,1,Regulation-driven,Not Ready
98,Cost-Driven Laggards,Operations Manager,Retail/Mall,2-5,5k-20km²,Abu Dhabi,>10 years,234000.0,100k-500k,82.2,Stable,>100%,0,1,0,0,1,0,4,No plans,1,1,0,1,0,1,0,1,3.0,Familiar,In development,Moderately impacted,2.0,0,0,0,0,0,0,0,1,3,21-30%,3,3,4,4,2,2.0,4,4,4,Managed Service,<1yr,2296.9458157730305,2k-5k,2,Limited adoption,Evaluator
99,Compliance-Led Adopters,Property Owner,Commercial Office,2-5,20k-100km²,RAK,6-10 years,506000.0,500k-2M,49.8,Decreased 5-20%,51-100%,0,0,1,0,1,0,8,No plans,1,1,1,1,0,1,0,1,2.0,Very familiar,Full strategy,Significantly impacted,7.0,1,0,1,1,1,0,0,0,3,Non-cost KPI,4,5,4,5,4,5.0,4,3,4,SaaS Subscription,3-5yr,4147.846182215447,2k-5k,4,Standard across all,Evaluator
100,Compliance-Led Adopters,Sustainability Officer,Government Facility,2-5,100k-500km²,Dubai,>10 years,102000.0,100k-500k,64.7,Increased>20%,51-100%,0,0,0,0,0,0,7,Yes-systematic,1,0,0,0,0,0,1,1,3.0,Not familiar,Full strategy,Significantly impacted,10.0,1,0,1,0,1,1,0,0,4,11-20%,3,3,4,4,5,5.0,5,4,5,SaaS Subscription,3-5yr,4588.697004480303,2k-5k,3,Standard across all,Evaluator
101,Cost-Driven Laggards,Hospitality Manager,Hotel/Hospitality,16-50,<5000m²,Dubai,6-10 years,60000.0,20k-100k,62.5,Increased 5-20%,>100%,0,1,0,0,0,0,3,Plan to,1,1,0,1,1,0,1,0,2.0,Somewhat familiar,In development,Moderately impacted,6.0,0,0,0,0,0,0,0,0,2,11-20%,4,2,5,4,5,4.0,3,5,3,Savings-Sharing,3-5yr,4693.321505540377,2k-5k,3,Limited adoption,Evaluator
102,Tech-Forward Operators,Sustainability Officer,Retail/Mall,16-50,20k-100km²,Dubai,6-10 years,411000.0,100k-500k,64.2,Increased 5-20%,51-100%,0,0,0,1,0,0,8,No plans,1,0,1,0,1,0,1,0,3.0,Familiar,Full strategy,Significantly impacted,5.0,1,1,1,0,1,1,1,1,5,11-20%,5,4,4,4,4,4.0,4,4,3,Savings-Sharing,<1yr,7939.975180511918,5k-15k,5,Standard across all,High-Intent Buyer
103,Tech-Forward Operators,Government Official,Hotel/Hospitality,6-15,5k-20km²,Abu Dhabi,6-10 years,758000.0,500k-2M,71.7,Increased 5-20%,20-50%,1,0,1,0,0,0,6,Yes-systematic,1,1,1,1,1,0,0,1,4.0,Very familiar,Full strategy,Moderately impacted,6.0,1,1,1,1,1,1,0,0,5,21-30%,5,5,5,5,5,2.0,3,5,5,CAPEX,5-7yr,12770.706403477758,5k-15k,4,Standard across all,High-Intent Buyer
104,Tech-Forward Operators,Operations Manager,Healthcare,16-50,100k-500km²,Dubai,2-5 years,1232000.0,500k-2M,71.1,Decreased>20%,>100%,0,0,1,1,1,0,5,Yes-occasional,1,1,1,1,0,1,1,0,3.0,Very familiar,Partial strategy,Significantly impacted,6.0,1,1,1,1,1,0,1,0,4,11-20%,5,5,5,5,3,2.0,5,4,2,Savings-Sharing,<1yr,6716.4524037173605,5k-15k,5,Premium/Grade-A only,High-Intent Buyer
105,Cost-Driven Laggards,Operations Manager,Industrial/Warehouse,6-15,20k-100km²,Ajman,>10 years,268144.96459340566,100k-500k,72.5,Increased 5-20%,51-100%,1,1,1,0,1,0,4,No plans,1,0,0,1,1,0,1,0,3.0,Very familiar,Partial strategy,Significantly impacted,6.0,0,0,0,0,0,0,0,1,2,>30%,4,3,3,2,5,3.0,4,3,2,Lease,3-5yr,6329.591821713362,5k-15k,2,Regulation-driven,Not Ready
106,Resistant Traditionalists,Operations Manager,Industrial/Warehouse,6-15,20k-100km²,RAK,2-5 years,47000.0,20k-100k,68.5,Increased>20%,51-100%,1,1,0,0,1,0,3,No plans,1,1,0,0,0,0,1,0,5.0,Somewhat familiar,In development,Moderately impacted,3.0,0,0,0,0,0,0,0,1,2,21-30%,4,2,2,3,1,1.0,1,3,2,Savings-Sharing,3-5yr,1622.0768464663588,<2k,2,Limited adoption,Not Ready
107,Cost-Driven Laggards,Property Owner,Industrial/Warehouse,1,100k-500km²,Sharjah,6-10 years,190000.0,100k-500k,76.1,Stable,51-100%,0,1,1,0,0,0,2,Yes-occasional,1,1,1,1,1,0,1,0,3.0,Familiar,Partial strategy,Minimal,6.0,0,0,0,0,0,0,0,1,3,21-30%,3,4,2,4,2,2.0,3,1,1,CAPEX,5-7yr,2821.2801468815296,2k-5k,3,Limited adoption,Evaluator
108,Resistant Traditionalists,Property Owner,Residential Tower,6-15,<5000m²,RAK,<2 years,50000.0,20k-100k,75.8,Increased 5-20%,>100%,1,0,0,0,1,0,2,No plans,1,1,0,0,0,0,1,0,3.0,Somewhat familiar,No plans,Moderately impacted,4.0,1,0,0,0,0,0,0,1,1,11-20%,2,2,2,4,2,4.0,3,2,2,CAPEX,>7yr,500.0,<2k,1,Regulation-driven,Not Ready
109,Compliance-Led Adopters,Hospitality Manager,Commercial Office,2-5,20k-100km²,Abu Dhabi,<2 years,10047.772670921862,<20k,65.6,Increased>20%,51-100%,0,0,0,0,0,0,8,Yes-systematic,1,1,0,0,0,1,0,1,2.0,Very familiar,Plan to,Not sure,9.0,1,1,1,0,0,0,0,0,4,11-20%,5,5,4,5,4,5.0,3,4,5,Savings-Sharing,1-2yr,16227.012877374313,15k-30k,4,Standard across all,High-Intent Buyer
110,Resistant Traditionalists,Other,Mixed-Use,2-5,<5000m²,Dubai,>10 years,15000.0,<20k,83.2,Increased>20%,>100%,1,0,0,0,0,1,3,No plans,1,1,0,0,1,0,0,0,4.0,Somewhat familiar,No plans,Minimal,2.0,0,0,0,0,0,0,0,1,2,Non-cost KPI,1,2,2,3,2,2.0,2,1,2,CAPEX,Savings-Guaranteed,3994.9726292893906,2k-5k,1,Premium/Grade-A only,Not Ready
111,Compliance-Led Adopters,Property Owner,Hotel/Hospitality,6-15,20k-100km²,Dubai,6-10 years,496000.0,100k-500k,47.6,Decreased>20%,>100%,0,0,1,0,0,0,8,Yes-occasional,1,1,1,1,0,1,0,1,3.0,Not familiar,Full strategy,Significantly impacted,10.0,0,1,0,1,1,1,1,0,4,21-30%,4,5,4,5,4,3.0,5,3,5,Managed Service,1-2yr,4191.54192487075,2k-5k,4,Regulation-driven,High-Intent Buyer
112,Tech-Forward Operators,Hospitality Manager,Mixed-Use,6-15,20k-100km²,Abu Dhabi,6-10 years,974000.0,500k-2M,75.2,Decreased>20%,20-50%,0,0,1,1,0,0,6,Yes-systematic,1,0,0,0,1,0,1,1,4.0,Somewhat familiar,Full strategy,Significantly impacted,7.0,1,0,0,1,1,1,0,0,3,21-30%,5,3,3,4,5,4.0,4,5,5,SaaS Subscription,<1yr,16033.543706482633,15k-30k,3,Standard across all,Evaluator
113,Tech-Forward Operators,Facilities Manager,Industrial/Warehouse,16-50,100k-500km²,Abu Dhabi,6-10 years,988000.0,500k-2M,53.6,Increased>20%,51-100%,0,0,0,1,1,0,8,Yes-systematic,1,1,0,1,1,0,0,1,4.0,Familiar,No plans,Not sure,4.0,1,1,1,1,1,1,1,0,4,21-30%,3,3,4,5,3,4.0,3,4,2,Lease,3-5yr,10225.873695254786,5k-15k,5,Limited adoption,High-Intent Buyer
114,Cost-Driven Laggards,Government Official,Retail/Mall,16-50,20k-100km²,Dubai,<2 years,59000.0,20k-100k,71.4,Stable,>100%,0,0,0,0,0,0,5,No plans,1,0,1,0,1,0,1,1,,Somewhat familiar,No plans,Minimal,6.0,0,0,1,0,0,0,0,1,3,21-30%,3,3,3,5,3,3.0,4,2,2,Lease,5-7yr,2480.843156510493,2k-5k,2,Limited adoption,Evaluator
115,Cost-Driven Laggards,C-Suite Executive,Retail/Mall,1,5k-20km²,Dubai,2-5 years,275000.0,100k-500k,70.6,Increased 5-20%,>100%,0,0,0,0,0,0,6,No plans,1,1,1,0,1,0,0,0,2.0,Not familiar,Plan to,Significantly impacted,7.0,0,0,0,0,0,0,0,1,3,21-30%,3,5,3,5,3,2.0,2,4,3,SaaS Subscription,3-5yr,548.3950879020799,<2k,4,Premium/Grade-A only,Evaluator
